"date" "athletes" "maleAthletes" "femaleAthletes" "maleSpeedMean" "maleSpeedSD" "femaleSpeedMean" "femaleSpeedSD" "extraTime"
"140" "2014-05-24" NA NA NA NA NA NA NA NA
"139" "2014-05-17" NA NA NA NA NA NA NA NA
"138" "2014-05-10" NA NA NA NA NA NA NA NA
"137" "2014-05-03" NA NA NA NA NA NA NA NA
"136" "2014-04-26" NA NA NA NA NA NA NA NA
"135" "2014-04-19" NA NA NA NA NA NA NA NA
"134" "2014-04-12" NA NA NA NA NA NA NA NA
"133" "2014-04-05" NA NA NA NA NA NA NA NA
"132" "2014-03-29" NA NA NA NA NA NA NA NA
"131" "2014-03-22" NA NA NA NA NA NA NA NA
"130" "2014-03-15" NA NA NA NA NA NA NA NA
"129" "2014-03-08" NA NA NA NA NA NA NA NA
"128" "2014-03-01" NA NA NA NA NA NA NA NA
"127" "2014-02-22" NA NA NA NA NA NA NA NA
"126" "2014-02-15" NA NA NA NA NA NA NA NA
"125" "2014-02-08" NA NA NA NA NA NA NA NA
"124" "2014-02-01" NA NA NA NA NA NA NA NA
"123" "2014-01-25" NA NA NA NA NA NA NA NA
"122" "2014-01-18" NA NA NA NA NA NA NA NA
"121" "2014-01-11" NA NA NA NA NA NA NA NA
"120" "2014-01-04" NA NA NA NA NA NA NA NA
"119" "2013-12-28" NA NA NA NA NA NA NA NA
"118" "2013-12-21" NA NA NA NA NA NA NA NA
"117" "2013-12-14" NA NA NA NA NA NA NA NA
"116" "2013-12-07" NA NA NA NA NA NA NA NA
"115" "2013-11-30" NA NA NA NA NA NA NA NA
"114" "2013-11-23" NA NA NA NA NA NA NA NA
"113" "2013-11-16" NA NA NA NA NA NA NA NA
"112" "2013-11-09" NA NA NA NA NA NA NA NA
"111" "2013-11-02" NA NA NA NA NA NA NA NA
"110" "2013-10-26" NA NA NA NA NA NA NA NA
"109" "2013-10-19" NA NA NA NA NA NA NA NA
"108" "2013-10-12" NA NA NA NA NA NA NA NA
"107" "2013-10-05" NA NA NA NA NA NA NA NA
"106" "2013-09-28" NA NA NA NA NA NA NA NA
"105" "2013-09-21" NA NA NA NA NA NA NA NA
"104" "2013-08-31" NA NA NA NA NA NA NA NA
"103" "2013-08-24" NA NA NA NA NA NA NA NA
"102" "2013-08-17" NA NA NA NA NA NA NA NA
"101" "2013-08-10" NA NA NA NA NA NA NA NA
"100" "2013-08-03" NA NA NA NA NA NA NA NA
"99" "2013-07-27" NA NA NA NA NA NA NA NA
"98" "2013-07-20" NA NA NA NA NA NA NA NA
"97" "2013-07-06" NA NA NA NA NA NA NA NA
"96" "2013-06-29" NA NA NA NA NA NA NA NA
"95" "2013-06-22" NA NA NA NA NA NA NA NA
"94" "2013-06-15" NA NA NA NA NA NA NA NA
